Typical Activity	Setting	Setting	Setting	Setting	Setting	Setting	Setting	Setting	Setting	Setting	Setting	Setting
teaching young mutants	palatial mansion	underground bunker	hi-tech laboratory									
telling affable jokes	chat show set	red carpet	family restaurant	comedy club								
telling bad jokes	comedy club	singles bar	sports bar	seedy bar	playground							
telling dry jokes	singles bar	chat show set										
telling epic tales	padded room	therapist's office	mental hospital	asylum for the insane	comic book convention							
telling politicians what to do	smoke-filled back room	board room										
telling zany jokes	comedy club	playground	circus									
tempting fate	war zone	battlefield	missile silo									
tempting the innocent	singles bar	private yacht	private island	casino								
terrorizing citizens	war zone	battlefield	underground bunker	underground lair	missile silo							
terrorizing Earth	command bridge	nuclear power plant	missile silo									
terrorizing employees	office building	board room	office canteen									
terrorizing prostitutes	dark alley	cheap motel	seedy bar									
terrorizing sleepers	cheap motel	fancy hotel	college dormitory	flop house								
test-driving cars	race track	parking lot	deserted building site	disused hangar								
testing new technologies	hi-tech laboratory	comic book convention	academic conference									
testing scientific theories	hi-tech laboratory	animal-testing laboratory										
throwing Bunga Bunga parties	palatial mansion	private yacht	private island	penthouse apartment								
throwing fund-raisers for Parkinson's disease	fancy hotel	fancy restaurant	Tribeca loft	church basement								
throwing lavish parties	palatial mansion	fancy hotel	fancy restaurant	penthouse apartment	private yacht	private island						
throwing sex parties	fancy hotel	palatial mansion	penthouse apartment	private yacht	private island	brothel						
throwing temper tantrums	kindergarten	playground	candy store									
throwing TVs out of the windows	fancy hotel											
tolerating adultery	singles bar	therapist's office										
tormenting muggles	gloomy dungeon	dark alley										
tossing coins	casino											
tracking down criminals	incident room	dark alley	travel agency	seedy bar	internet café	flop house	Laser Tag arcade					
tracking down fugitives	cheap motel	travel agency	seedy bar	motor home	trailer park	flop house	Laser Tag arcade					
tracking down terrorists	travel agency	cheap motel	seedy bar	internet café								
trading in wives	church	singles bar										
trading innuendo	cheap motel	seedy bar	singles bar	pool hall								
transcending physical limits	gymnasium	boxing club										
transforming into vehicles	parking lot	abandoned factory										
traveling in time	telephone box											
treating diseases	emergency room	intensive care ward	health farm									
treating the injured	emergency room	intensive care ward										
treating the sick	emergency room	intensive care ward	health farm									
treating the sick with jokes	health farm	comedy club	retirement home									
tricking criminals	internet café	prison yard										
trimming bushes	roof garden	jungle										
turning it up to 11	music room	music hall	college dormitory									
twirling a cane	hobo camp	flop house										
undermining authority	command bridge	underground bunker										
unearthing ancient tombs	desert	archeological site										
using gadgets	hi-tech laboratory	comic book convention										
eating exotic foods	Chinese restaurant	Korean restaurant										
waging a secret war	secret military base	underground bunker										
waiting for a hero	comic book convention	singles bar										
walking like a man	cat walk	red carpet										
staring at the moon	observatory	command bridge	cockpit									
wallowing in mud	swamp	zoo	health farm	jungle								
wanting to be a real person	therapist's office											
warning about totalitarianism	lecture theatre	parliament building	UN general assembly	presidential palace								
obsessively washing hands	bathroom											
watching MacGyver reruns	college dormitory											
watching TV	college dormitory	sports bar										
wearing a batsuit	comic book convention	comic book store										
wearing tights	singles bar	cat walk										
whining at umpires	sports stadium											
wielding political power	parliament building	city hall	State capitol building	smoke-filled back room	presidential palace							
winning battles	war zone	battlefield										
winning boxing matches	boxing club											
winning cycling races	race track	boxing club	sports stadium									
winning gold medals	race track											
winning golf tournaments	golf course											
winning heavyweight titles	boxing club											
winning Michelin stars	restaurant kitchen	fancy restaurant	fancy hotel									
winning Oscars	red carpet											
winning swimming competitions	Olympic swimming pool	aquarium	public swimming pool									
winning tennis grand slams	tennis court	tennis club										
winning tennis matches	tennis court	tennis club										
winning tennis tournaments	tennis court	tennis club										
pedalling furiously	parking lot											
wisecracking	sports bar	seedy bar	roadhouse bar									
womanizing	singles bar	seedy bar	discotheque	roadhouse bar								
wooing potential brides	singles bar	discotheque										
working for the forces of darkness	secret military base											
working in a freak show	circus	carnival										
drinking Duff beer	seedy bar											
working with nuclear materials	nuclear power plant											
working out	gymnasium	boxing club	prison yard									
offering medical opinions	drawing room	country house										
worrying about adultery	therapist's office	cheap motel	confession box									
worrying about health	health farm	emergency room	intensive care ward									
worrying about life	leper colony	soup kitchen	dark alley	jail cell	therapist's office	prison yard	cheap motel					
writing about history	private library	public library										
writing about manly pursuits	sports bar	garden shed	pool hall	roadhouse bar								
writing about sex	fancy restaurant	Bohemian café	brothel									
writing serialized stories	newspaper office											
writing about social problems	soup kitchen	flop house	cheap motel									
writing bad movies	amusement arcade											
writing beat fiction	Bohemian café											
writing blues songs	roadhouse bar											
writing comedy	comedy club											
writing comic books	art studio	spare room	fast-food restaurant	cramped studio apartment								
writing compelling dialogue	cramped studio apartment											
writing cook books	restaurant kitchen											
writing crime stories	jail cell											
writing detective fiction	drawing room	jail cell										
writing epic poetry	palatial mansion											
writing erotic fiction	internet café	Bohemian café	cheap motel									
writing experimental songs	low-tech laboratory											
writing folksy fiction	garden shed	retirement home										
writing for pulp magazines	bathroom	cramped studio apartment	sports bar	roadhouse bar								
writing for the New Yorker	Bohemian café	open-plan office										
writing funny movies	Tribeca loft	cramped studio apartment	piano bar	asylum for the insane								
writing hawkish memos	secret military base	underground bunker										
writing historical fiction	private library											
writing Hollywood movies	movie studio											
writing horror stories	abandoned building	ghost town	mental hospital	asylum for the insane								
writing in ledgers	counting room	casino	board room	office building	cheap hotel foyer							
writing legal fiction	jail cell	prison	court room									
writing modern fiction	computer room	internet café										
writing modern poetry	computer room	internet café										
writing scripts	spare room											
writing mystery stories	drawing room	country house										
writing novels	private library	Bohemian café										
writing on wax tablets	cave	archeological site										
writing plays	back-alley theatre											
writing plays about the middle classes	drawing room	country house										
writing poetry	music room	piano bar										
writing polemics	padded room	internet café										
writing political satires	smoke-filled back room											
writing political tracts	smoke-filled back room	hippy commune										
writing pop songs	college dormitory	music room										
writing pot-boilers	restaurant kitchen	assembly line										
writing purple prose	attic	basement										
writing rap songs	amusement arcade	jail cell	prison yard									
writing rock songs	roadhouse bar											
writing romantic fiction	hippy commune	Bohemian café										
writing romantic poetry	hippy commune	singles bar										
writing Russian novels	Bohemian café	drawing room										
writing science fiction	computer room	internet café	alien cantina									
writing short stories	cramped studio apartment											
writing sonnets	drawing room	country house										
writing TV comedies	open-plan office											
writing up case notes	drawing room	emergency room	intensive care ward	therapist's office								
writing weird movies	mental hospital	asylum for the insane	hippy commune	alien cantina								
